Sonde serial number                          	N4620333
Balloon release date and time                	2020-11-09T03:21:03
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P Temp    RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa   °C     %    °C   °   m/s     K         °          °  g/kg       m      °
1000     3.1      4452  600.2  2.2  33.0 -12.4 244  11.9 275.8 25.024848 121.537019  2.45    1156    349
1001     3.9      4456  599.9  2.2  37.6 -10.8 244  11.9 275.9 25.024882 121.537130  2.80    1158    350
1002     3.7      4460  599.6  2.2  42.8  -9.1 244  11.9 275.9 25.024917 121.537241  3.18    1160    351
1003     4.6      4464  599.3  2.2  46.8  -8.0 244  11.9 275.9 25.024952 121.537352  3.48    1162    351
1004     3.0      4467  599.0  2.2  48.0  -7.7 244  11.9 275.9 25.024986 121.537463  3.56    1164    352
1005     4.7      4472  598.7  2.2  47.0  -8.0 244  11.9 275.9 25.025021 121.537574  3.48    1166    352
1006     3.5      4475  598.4  2.1  45.2  -8.5 244  11.9 275.9 25.025056 121.537685  3.35    1169    353
1007     4.4      4480  598.2  2.1  43.2  -9.1 244  11.9 275.8 25.025091 121.537796  3.21    1171    353
1008     2.9      4483  597.9  2.1  41.1  -9.7 244  12.0 275.8 25.025125 121.537907  3.04    1174    354
1009     4.3      4487  597.6  2.1  39.2 -10.3 244  12.0 275.8 25.025160 121.538018  2.91    1177    355
1010     3.2      4490  597.3  2.1  38.1 -10.7 244  12.0 275.8 25.025195 121.538129  2.83    1180    355
1011     4.7      4495  597.0  2.1  37.8 -10.8 244  12.0 275.7 25.025230 121.538240  2.81    1182    356
1012     3.4      4498  596.7  2.1  38.0 -10.7 244  12.0 275.7 25.025265 121.538351  2.81    1186    356
1013     3.9      4502  596.4  2.1  38.3 -10.7 244  12.0 275.7 25.025300 121.538462  2.83    1189    357
1014     4.3      4506  596.2  2.1  38.6 -10.5 244  12.0 275.7 25.025336 121.538573  2.86    1192    357
1015     4.1      4511  595.9  2.1  38.8 -10.5 244  12.0 275.7 25.025371 121.538684  2.88    1196    358
1016     4.3      4515  595.6  2.1  38.5 -10.6 244  12.0 275.7 25.025406 121.538795  2.85    1199    358
1017     3.0      4518  595.3  2.1  37.1 -11.1 244  12.0 275.7 25.025442 121.538906  2.75    1203    359
1018     3.0      4521  595.0  2.1  35.2 -11.7 244  12.0 275.7 25.025477 121.539017  2.61    1207    359
1019     4.1      4525  594.8  2.1  34.1 -12.1 244  12.1 275.7 25.025513 121.539128  2.53    1210     40
1020     3.6      4529  594.5  2.1  33.7 -12.3 244  12.1 275.7 25.025548 121.539240  2.50    1214      1
1021     3.8      4532  594.2  2.1  33.2 -12.4 244  12.1 275.6 25.025584 121.539351  2.46    1219      1
1022     3.9      4536  593.9  2.1  32.4 -12.8 244  12.1 275.6 25.025620 121.539462  2.40    1223      2
1023     4.0      4540  593.7  2.1  31.4 -13.1 244  12.1 275.6 25.025656 121.539573  2.33    1227      2
1024     3.8      4544  593.4  2.1  30.6 -13.5 244  12.1 275.6 25.025692 121.539684  2.27    1232      3
1025     3.8      4548  593.1  2.1  29.6 -13.8 243  12.1 275.6 25.025728 121.539796  2.20    1236      3
1026     3.4      4551  592.8  2.1  28.7 -14.2 243  12.1 275.6 25.025765 121.539907  2.14    1241      4
1027     4.4      4556  592.5  2.1  28.7 -14.2 243  12.1 275.6 25.025801 121.540018  2.14    1246      4
1028     3.4      4559  592.2  2.1  29.4 -13.9 243  12.1 275.6 25.025838 121.540130  2.19    1251      5
1029     4.1      4563  592.0  2.1  30.3 -13.6 243  12.1 275.6 25.025875 121.540241  2.26    1256      5
1030     4.3      4568  591.7  2.1  30.8 -13.4 243  12.2 275.6 25.025912 121.540352  2.30    1261      6
1031     4.0      4572  591.4  2.1  31.0 -13.3 243  12.2 275.6 25.025949 121.540464  2.31    1266      6
1032     3.4      4575  591.1  2.0  31.0 -13.3 243  12.2 275.6 25.025986 121.540575  2.30    1271      7
1033     3.2      4578  590.8  2.0  30.9 -13.4 243  12.2 275.6 25.026023 121.540687  2.30    1277      7
1034     3.9      4582  590.6  2.0  31.0 -13.4 243  12.2 275.5 25.026061 121.540798  2.30    1282      8
1035     4.0      4586  590.3  2.0  31.2 -13.3 243  12.2 275.5 25.026098 121.540910  2.31    1288      8
1036     4.4      4590  590.0  1.9  31.3 -13.3 243  12.2 275.5 25.026136 121.541021  2.32    1294      9
1037     3.3      4594  589.7  1.9  31.6 -13.2 243  12.2 275.4 25.026174 121.541133  2.33    1300      9
1038     4.4      4598  589.4  1.9  32.1 -13.1 243  12.2 275.4 25.026213 121.541244  2.36    1306      9
1039     3.7      4602  589.1  1.8  32.9 -12.8 243  12.2 275.4 25.026251 121.541356  2.42    1312     10
1040     4.4      4606  588.9  1.8  34.2 -12.3 243  12.3 275.4 25.026290 121.541468  2.51    1318     10
1041     4.2      4610  588.6  1.8  35.5 -11.9 243  12.3 275.3 25.026328 121.541579  2.60    1324     11
1042     3.0      4613  588.3  1.7  36.3 -11.6 243  12.3 275.3 25.026367 121.541691  2.66    1331     11
1043     3.1      4616  588.0  1.7  36.8 -11.5 243  12.3 275.3 25.026406 121.541803  2.69    1337     12
1044     4.5      4621  587.7  1.7  37.4 -11.3 243  12.3 275.3 25.026446 121.541915  2.73    1344     12
1045     3.1      4624  587.5  1.6  38.3 -11.1 243  12.3 275.2 25.026485 121.542027  2.79    1350     13
1046     4.0      4628  587.2  1.6  39.5 -10.7 243  12.3 275.2 25.026525 121.542139  2.87    1357     13
1047     4.2      4632  586.9  1.5  40.7 -10.4 242  12.3 275.2 25.026565 121.542251  2.95    1364     13
1048     5.0      4637  586.6  1.5  41.5 -10.2 242  12.3 275.1 25.026605 121.542363  3.00    1371     14
1049     3.8      4641  586.3  1.5  41.8 -10.1 242  12.4 275.1 25.026646 121.542475  3.01    1378     14
1050     3.0      4644  586.0  1.4  41.4 -10.2 242  12.4 275.1 25.026686 121.542587  2.99    1385     15
1051     4.3      4648  585.7  1.4  40.8 -10.4 242  12.4 275.1 25.026727 121.542699  2.94    1393     15
1052     4.1      4653  585.5  1.4  40.2 -10.6 242  12.4 275.1 25.026769 121.542811  2.89    1400     15
1053     4.0      4656  585.2  1.4  39.7 -10.8 242  12.4 275.1 25.026810 121.542923  2.86    1408     16
1054     3.9      4660  584.9  1.4  39.5 -10.9 242  12.4 275.0 25.026852 121.543036  2.84    1415     16
1055     3.8      4664  584.6  1.4  39.2 -11.0 242  12.4 275.0 25.026893 121.543148  2.82    1423     17
1056     4.1      4668  584.3  1.4  39.0 -11.0 242  12.4 275.0 25.026936 121.543260  2.81    1431     17
1057     3.2      4671  584.1  1.4  39.1 -11.0 242  12.4 275.0 25.026978 121.543373  2.82    1438     17
1058     3.7      4675  583.8  1.4  39.2 -11.0 242  12.5 275.0 25.027021 121.543485  2.83    1446     18
1059     3.8      4679  583.5  1.4  39.3 -11.0 242  12.5 275.0 25.027064 121.543598  2.83    1454     18
1060     3.8      4683  583.3  1.4  39.2 -11.0 242  12.5 275.0 25.027107 121.543710  2.82    1462     18
1061     3.4      4686  583.0  1.4  38.7 -11.2 242  12.5 275.0 25.027150 121.543823  2.78    1471     19
1062     3.9      4690  582.7  1.4  37.5 -11.6 242  12.5 275.0 25.027194 121.543936  2.70    1479     19
1063     3.5      4694  582.4  1.4  35.9 -12.1 242  12.5 275.0 25.027238 121.544048  2.59    1487     20
1064     4.4      4698  582.1  1.4  34.3 -12.7 242  12.5 274.9 25.027283 121.544161  2.48    1496     20
1065     4.3      4702  581.9  1.4  32.8 -13.2 242  12.5 274.9 25.027327 121.544274  2.37    1504     20
1066     3.8      4706  581.6  1.4  32.5 -13.3 241  12.5 274.9 25.027372 121.544387  2.35    1513     21
1067     3.7      4710  581.3  1.4  34.3 -12.7 241  12.6 274.9 25.027418 121.544500  2.48    1522     21
1068     4.2      4714  581.0  1.3  37.3 -11.6 241  12.6 274.9 25.027463 121.544613  2.69    1531     21
1069     3.3      4717  580.8  1.3  41.3 -10.4 241  12.6 275.0 25.027509 121.544726  2.97    1540     22
1070     4.3      4721  580.5  1.3  47.1  -8.8 241  12.6 275.0 25.027555 121.544839  3.39    1548     22
1071     3.0      4725  580.2  1.2  52.0  -7.6 241  12.6 275.0 25.027602 121.544952  3.72    1558     22
1072     3.7      4728  580.0  1.2  53.4  -7.3 241  12.6 274.9 25.027649 121.545066  3.82    1567     23
1073     3.3      4732  579.7  1.1  53.0  -7.4 241  12.6 274.9 25.027696 121.545179  3.78    1576     23
1074     4.7      4736  579.4  1.1  52.0  -7.7 241  12.7 274.9 25.027744 121.545292  3.70    1585     23
1075     3.1      4739  579.2  1.1  50.6  -8.0 241  12.7 274.8 25.027791 121.545406  3.60    1595     23
1076     3.8      4743  578.9  1.0  48.9  -8.5 241  12.7 274.8 25.027840 121.545519  3.48    1604     24
1077     3.5      4747  578.7  1.0  47.1  -9.0 241  12.7 274.7 25.027888 121.545633  3.34    1614     24
1078     2.8      4749  578.4  1.0  45.4  -9.5 241  12.7 274.7 25.027937 121.545747  3.22    1623     24
1079     3.7      4753  578.2  1.0  43.6 -10.0 241  12.7 274.7 25.027986 121.545860  3.10    1633     25
1080     3.4      4757  577.9  1.0  41.0 -10.8 241  12.7 274.7 25.028036 121.545974  2.91    1643     25
1081     2.7      4759  577.7  1.0  36.9 -12.1 241  12.8 274.6 25.028086 121.546088  2.62    1653     25
1082     4.3      4764  577.4  1.1  33.4 -13.3 240  12.8 274.6 25.028137 121.546202  2.38    1663     25
1083     3.7      4767  577.1  1.1  32.3 -13.7 240  12.8 274.6 25.028187 121.546316  2.30    1673     26
1084     3.5      4771  576.9  1.1  32.8 -13.5 240  12.8 274.6 25.028239 121.546430  2.33    1683     26
1085     3.9      4775  576.6  1.0  33.5 -13.3 240  12.8 274.6 25.028290 121.546544  2.38    1693     26
1086     3.8      4778  576.3  1.0  33.7 -13.2 240  12.8 274.6 25.028342 121.546658  2.39    1704     27
1087     4.4      4783  576.1  1.0  33.5 -13.3 240  12.8 274.5 25.028394 121.546773  2.37    1714     27
1088     3.5      4786  575.8  1.0  33.0 -13.5 240  12.9 274.5 25.028447 121.546887  2.34    1724     27
1089     4.0      4790  575.5  0.9  32.5 -13.7 240  12.9 274.5 25.028500 121.547002  2.30    1735     27
1090     4.6      4795  575.2  0.9  32.3 -13.8 240  12.9 274.5 25.028554 121.547116  2.28    1745     28
1091     3.3      4798  574.9  0.9  33.1 -13.5 240  12.9 274.4 25.028608 121.547231  2.34    1756     28
1092     3.5      4802  574.7  0.9  35.8 -12.6 240  12.9 274.4 25.028662 121.547345  2.53    1767     28
1093     3.9      4806  574.4  0.8  40.3 -11.1 240  12.9 274.5 25.028717 121.547460  2.84    1778     28
1094     3.7      4809  574.1  0.8  45.5  -9.7 240  13.0 274.5 25.028772 121.547575  3.20    1789     28
1095     4.0      4813  573.9  0.7  50.6  -8.4 239  13.0 274.5 25.028828 121.547690  3.54    1800     29
1096     4.0      4817  573.6  0.7  54.4  -7.5 239  13.0 274.4 25.028884 121.547805  3.79    1811     29
1097     2.8      4820  573.3  0.6  56.6  -7.0 239  13.0 274.4 25.028940 121.547920  3.93    1822     29
1098     4.4      4825  573.1  0.6  57.8  -6.8 239  13.0 274.4 25.028997 121.548035  4.01    1833     29
1099     4.2      4829  572.8  0.5  58.9  -6.6 239  13.0 274.3 25.029055 121.548151  4.07    1844     30
1100     3.0      4832  572.5  0.5  59.8  -6.4 239  13.1 274.3 25.029113 121.548266  4.13    1856     30
1101     3.6      4835  572.3  0.4  61.1  -6.2 239  13.1 274.3 25.029171 121.548381  4.21    1867     30
1102     3.4      4839  572.0  0.4  61.9  -6.0 239  13.1 274.3 25.029230 121.548497  4.26    1878     30
1103     3.5      4842  571.8  0.4  61.9  -6.1 239  13.1 274.2 25.029289 121.548613  4.24    1890     30
1104     4.1      4846  571.5  0.3  60.9  -6.3 239  13.1 274.2 25.029349 121.548728  4.17    1902     31
1105     4.0      4851  571.2  0.3  59.5  -6.7 239  13.1 274.1 25.029409 121.548844  4.06    1913     31
1106     3.1      4854  571.0  0.3  57.9  -7.0 238  13.2 274.1 25.029470 121.548960  3.95    1925     31
1107     4.2      4858  570.7  0.3  57.0  -7.3 238  13.2 274.1 25.029531 121.549076  3.89    1937     31
1108     3.6      4861  570.4  0.2  55.6  -7.6 238  13.2 274.0 25.029593 121.549192  3.79    1949     31
1109     4.6      4866  570.2  0.2  52.7  -8.3 238  13.2 274.0 25.029655 121.549308  3.59    1961     32
1110     3.6      4870  569.9  0.2  50.7  -8.8 238  13.2 273.9 25.029717 121.549425  3.45    1973     32
1111     3.1      4873  569.6  0.2  49.8  -9.0 238  13.3 273.9 25.029780 121.549541  3.39    1985     32
1112     2.9      4876  569.4  0.2  47.9  -9.6 238  13.3 273.9 25.029844 121.549657  3.25    1997     32
1113     3.7      4879  569.1  0.2  44.0 -10.7 238  13.3 273.8 25.029908 121.549774  2.99    2010     32
1114     4.7      4884  568.8  0.2  40.8 -11.6 238  13.3 273.8 25.029973 121.549891  2.77    2022     33
1115     3.9      4888  568.5  0.2  39.7 -11.9 238  13.3 273.8 25.030038 121.550007  2.69    2035     33
1116     4.5      4892  568.3  0.1  39.4 -12.0 238  13.4 273.7 25.030105 121.550124  2.68    2047     33
1117     3.8      4896  568.0  0.1  39.3 -12.1 237  13.4 273.7 25.030176 121.550242  2.66    2060     33
1118     3.2      4899  567.7  0.1  38.8 -12.3 237  13.4 273.7 25.030243 121.550355  2.62    2073     33
1119     4.2      4904  567.4  0.1  37.3 -12.8 237  13.4 273.6 25.030306 121.550467  2.52    2085     33
1120     4.0      4908  567.1  0.0  35.3 -13.5 237  13.5 273.6 25.030367 121.550579  2.38    2097     33
1121     4.7      4912  566.9  0.0  33.6 -14.1 237  13.5 273.6 25.030432 121.550695  2.27    2109     34
1122     3.8      4916  566.6  0.0  33.2 -14.3 237  13.5 273.5 25.030501 121.550811  2.23    2122     34
1123     3.7      4920  566.3  0.0  33.9 -14.0 237  13.5 273.5 25.030571 121.550926  2.28    2135     34
1124     3.1      4923  566.1  0.0  36.3 -13.2 237  13.6 273.5 25.030641 121.551039  2.44    2148     34
1125     3.1      4926  565.8 -0.1  40.1 -12.0 237  13.6 273.5 25.030711 121.551152  2.69    2161     34
1126     4.0      4930  565.5 -0.2  44.7 -10.7 236  13.6 273.5 25.030781 121.551263  2.98    2173     34
1127     3.9      4934  565.3 -0.2  48.9  -9.7 236  13.6 273.5 25.030851 121.551374  3.25    2186     34
1128     4.0      4938  565.0 -0.3  52.4  -8.8 236  13.7 273.5 25.030921 121.551484  3.47    2199     35
1129     3.6      4941  564.8 -0.3  56.0  -8.0 236  13.7 273.4 25.030992 121.551594  3.70    2212     35
1130     4.2      4946  564.5 -0.4  60.9  -7.0 236  13.7 273.4 25.031062 121.551704  4.01    2224     35
1131     3.5      4949  564.2 -0.5  66.9  -5.9 236  13.7 273.4 25.031133 121.551814  4.38    2237     35
1132     3.4      4952  564.0 -0.5  71.7  -5.0 236  13.8 273.4 25.031204 121.551924  4.67    2250     35
1133     4.2      4957  563.7 -0.6  73.6  -4.7 236  13.8 273.3 25.031276 121.552035  4.78    2263     35
1134     3.9      4961  563.4 -0.7  74.1  -4.7 235  13.8 273.3 25.031347 121.552146  4.79    2276     35
1135     3.7      4964  563.1 -0.7  74.5  -4.7 235  13.8 273.3 25.031419 121.552259  4.81    2289     35
1136     4.2      4969  562.8 -0.7  74.9  -4.6 235  13.9 273.2 25.031491 121.552372  4.82    2302     36
1137     4.3      4973  562.6 -0.8  75.4  -4.6 235  13.9 273.2 25.031564 121.552487  4.84    2315     36
1138     4.1      4977  562.3 -0.8  76.1  -4.5 235  13.9 273.1 25.031638 121.552604  4.87    2329     36
1139     3.4      4980  562.0 -0.9  76.3  -4.5 235  13.9 273.1 25.031711 121.552722  4.87    2342     36
1140     4.7      4985  561.7 -0.9  76.0  -4.6 235  14.0 273.1 25.031786 121.552842  4.84    2356     36
1141     3.5      4988  561.5 -0.9  75.7  -4.7 235  14.0 273.0 25.031860 121.552961  4.82    2370     36
1142     3.9      4992  561.2 -0.9  75.7  -4.7 235  14.0 273.0 25.031936 121.553080  4.81    2384     36
1143     3.5      4996  560.9 -1.0  76.0  -4.7 235  14.0 273.0 25.032014 121.553197  4.82    2398     36
1144     4.1      5000  560.7 -1.0  76.5  -4.6 235  14.0 272.9 25.032096 121.553313  4.84    2412     36
1145     3.0      5003  560.4 -1.0  76.9  -4.6 235  14.0 272.9 25.032177 121.553427  4.86    2426     37
1146     3.8      5007  560.2 -1.1  77.4  -4.5 234  14.0 272.9 25.032257 121.553540  4.88    2440     37
1147     3.9      5011  559.9 -1.1  78.1  -4.4 234  14.1 272.9 25.032334 121.553649  4.92    2454     37
1148     3.2      5014  559.7 -1.1  78.9  -4.3 234  14.1 272.8 25.032405 121.553757  4.95    2466     37
1149     3.1      5017  559.4 -1.2  79.8  -4.2 234  14.1 272.8 25.032473 121.553866  5.00    2479     37
1150     4.1      5021  559.2 -1.2  80.8  -4.1 234  14.1 272.8 25.032542 121.553975  5.04    2492     37
1151     3.8      5025  558.9 -1.3  81.3  -4.0 234  14.1 272.7 25.032612 121.554086  5.07    2505     37
1152     3.8      5029  558.6 -1.3  81.1  -4.1 234  14.1 272.7 25.032684 121.554199  5.04    2518     37
1153     3.9      5033  558.4 -1.3  80.3  -4.3 234  14.1 272.7 25.032759 121.554315  4.98    2532     37
1154     3.5      5036  558.1 -1.3  79.0  -4.5 234  14.1 272.6 25.032835 121.554434  4.90    2546     37
1155     4.4      5040  557.8 -1.4  77.4  -4.8 234  14.1 272.6 25.032910 121.554558  4.79    2560     38
1156     3.3      5044  557.6 -1.4  76.2  -5.0 234  14.1 272.5 25.032986 121.554687  4.71    2575     38
1157     3.9      5048  557.3 -1.4  75.3  -5.2 234  14.1 272.5 25.033062 121.554818  4.65    2589     38
1158     3.1      5051  557.1 -1.4  74.7  -5.3 234  14.1 272.5 25.033136 121.554946  4.60    2604     38
1159     3.5      5054  556.8 -1.5  74.3  -5.4 234  14.1 272.5 25.033205 121.555068  4.57    2617     38
1160     4.1      5058  556.6 -1.5  74.2  -5.5 234  14.1 272.4 25.033272 121.555185  4.56    2630     38
1161     3.2      5062  556.3 -1.5  74.1  -5.5 234  14.1 272.4 25.033338 121.555303  4.55    2644     38
1162     3.4      5065  556.1 -1.5  74.0  -5.6 233  14.1 272.4 25.033407 121.555419  4.53    2657     38
1163     3.5      5069  555.8 -1.6  74.1  -5.6 233  14.1 272.3 25.033478 121.555526  4.53    2670     38
1164     3.9      5072  555.6 -1.6  74.4  -5.6 233  14.1 272.3 25.033551 121.555626  4.53    2682     38
1165     4.1      5077  555.3 -1.7  74.6  -5.6 233  14.1 272.2 25.033628 121.555724  4.54    2695     38
1166     2.9      5079  555.0 -1.7  74.8  -5.6 233  14.0 272.2 25.033707 121.555824  4.54    2708     39
1167     4.4      5084  554.8 -1.7  74.8  -5.6 233  14.0 272.2 25.033788 121.555926  4.53    2722     39
1168     4.6      5088  554.5 -1.8  74.7  -5.6 233  14.0 272.1 25.033869 121.556026  4.52    2735     39
1169     3.3      5092  554.2 -1.8  74.7  -5.7 233  14.0 272.1 25.033950 121.556123  4.50    2748     39
1170     3.3      5095  554.0 -1.8  74.6  -5.7 233  14.0 272.1 25.034029 121.556221  4.49    2761     39
1171     4.6      5100  553.7 -1.9  74.6  -5.8 233  14.0 272.0 25.034110 121.556325  4.48    2775     39
1172     3.5      5103  553.4 -1.9  74.7  -5.8 233  14.0 272.0 25.034191 121.556440  4.48    2789     39
1173     3.4      5107  553.2 -1.9  74.9  -5.8 233  14.0 272.0 25.034273 121.556558  4.48    2804     39
1174     3.2      5110  552.9 -2.0  75.0  -5.8 233  14.0 271.9 25.034356 121.556672  4.47    2818     39
1175     4.8      5115  552.7 -2.0  74.9  -5.8 233  14.0 271.9 25.034438 121.556781  4.46    2832     39
1176     3.8      5118  552.4 -2.0  74.9  -5.9 233  14.0 271.9 25.034518 121.556888  4.45    2846     39
1177     3.0      5121  552.2 -2.1  75.1  -5.9 233  14.0 271.8 25.034594 121.556995  4.45    2859     39
1178     3.7      5125  551.9 -2.1  75.7  -5.8 233  14.0 271.8 25.034668 121.557102  4.48    2872     39
1179     3.9      5129  551.6 -2.1  75.9  -5.8 232  14.0 271.7 25.034742 121.557208  4.48    2885     39
1180     4.0      5133  551.4 -2.2  75.6  -5.9 232  14.0 271.7 25.034819 121.557314  4.45    2899     39
1181     3.6      5137  551.1 -2.2  75.2  -6.0 232  14.0 271.7 25.034900 121.557419  4.42    2912     39
1182     2.7      5139  550.9 -2.2  75.0  -6.1 232  13.9 271.6 25.034980 121.557524  4.40    2926     39
1183     4.4      5144  550.6 -2.3  75.1  -6.1 232  13.9 271.6 25.035054 121.557633  4.40    2939     39
1184     4.6      5148  550.3 -2.3  75.4  -6.1 232  13.9 271.6 25.035125 121.557747  4.41    2953     40
1185     3.3      5152  550.1 -2.3  75.7  -6.0 232  13.9 271.6 25.035195 121.557862  4.42    2966     40
1186     3.5      5155  549.8 -2.4  75.9  -6.0 232  13.9 271.5 25.035270 121.557978  4.42    2980     40
1187     4.2      5159  549.6 -2.4  76.1  -6.0 232  13.9 271.5 25.035351 121.558090  4.42    2994     40
1188     3.4      5163  549.3 -2.4  76.2  -6.0 232  13.9 271.5 25.035432 121.558198  4.42    3008     40
1189     4.1      5167  549.0 -2.4  76.4  -6.0 232  13.9 271.4 25.035511 121.558303  4.43    3022     40
1190     3.7      5170  548.8 -2.5  76.5  -6.0 232  13.9 271.4 25.035590 121.558408  4.42    3035     40
1191     4.7      5175  548.5 -2.5  76.5  -6.1 232  13.9 271.4 25.035669 121.558516  4.42    3049     40
1192     3.6      5179  548.3 -2.5  76.4  -6.1 232  13.9 271.4 25.035743 121.558620  4.41    3062     40
1193     3.9      5183  548.0 -2.5  76.3  -6.1 232  13.9 271.3 25.035821 121.558726  4.40    3075     40
1194     2.8      5185  547.8 -2.5  76.1  -6.2 232  13.9 271.3 25.035901 121.558831  4.38    3089     40
1195     3.4      5189  547.5 -2.6  75.8  -6.2 232  13.9 271.3 25.035981 121.558937  4.37    3103     40
1196     3.1      5192  547.3 -2.6  75.5  -6.3 232  13.8 271.3 25.036062 121.559044  4.35    3117     40
1197     3.3      5195  547.1 -2.6  75.1  -6.4 232  13.8 271.3 25.036144 121.559150  4.32    3130     40
1198     3.2      5198  546.8 -2.6  74.4  -6.5 232  13.8 271.2 25.036224 121.559257  4.27    3144     40
1199     3.7      5202  546.6 -2.6  73.4  -6.7 232  13.8 271.2 25.036305 121.559363  4.21    3158     40
1200     3.3      5205  546.3 -2.6  71.9  -7.0 232  13.8 271.2 25.036371 121.559474  4.12    3171     40
1201     3.5      5209  546.1 -2.7  70.4  -7.3 232  13.8 271.1 25.036434 121.559584  4.03    3183     40
1202     4.1      5213  545.8 -2.7  68.7  -7.6 233  13.8 271.1 25.036498 121.559695  3.92    3196     41
1203     4.5      5218  545.5 -2.7  67.4  -7.9 233  13.7 271.1 25.036562 121.559806  3.84    3209     41
1204     4.3      5222  545.3 -2.7  67.1  -8.0 233  13.7 271.0 25.036626 121.559916  3.82    3221     41
1205     3.6      5226  545.0 -2.8  67.5  -8.0 233  13.7 271.0 25.036689 121.560027  3.84    3234     41
1206     3.2      5229  544.7 -2.8  67.9  -7.9 233  13.7 271.0 25.036753 121.560137  3.85    3247     41
1207     4.4      5233  544.5 -2.8  67.7  -8.0 233  13.6 270.9 25.036816 121.560248  3.83    3259     41
1208     3.5      5237  544.2 -2.9  66.9  -8.2 233  13.6 270.9 25.036880 121.560358  3.78    3272     41
1209     4.1      5241  544.0 -2.9  66.1  -8.3 233  13.6 270.9 25.036944 121.560468  3.73    3284     41
1210     3.3      5244  543.7 -2.9  65.2  -8.5 233  13.6 270.8 25.037007 121.560579  3.67    3297     41
1211     3.8      5248  543.5 -2.9  64.2  -8.8 233  13.6 270.8 25.037071 121.560689  3.61    3310     41
1212     3.8      5251  543.2 -3.0  62.8  -9.1 233  13.5 270.8 25.037134 121.560799  3.53    3322     41
1213     3.5      5255  543.0 -3.0  61.0  -9.4 234  13.5 270.7 25.037197 121.560909  3.43    3335     41
1214     3.1      5258  542.7 -3.0  59.4  -9.8 234  13.5 270.7 25.037260 121.561018  3.33    3347     41
1215     3.7      5262  542.5 -3.0  57.4 -10.2 234  13.5 270.7 25.037324 121.561128  3.22    3360     41
1216     4.5      5266  542.2 -3.0  54.3 -10.9 234  13.5 270.6 25.037387 121.561238  3.05    3373     41
1217     4.1      5270  541.9 -3.0  51.5 -11.6 234  13.4 270.6 25.037450 121.561347  2.89    3385     42
1218     3.5      5274  541.7 -3.0  50.2 -11.9 234  13.4 270.6 25.037513 121.561456  2.81    3398     42
1219     3.3      5277  541.4 -3.0  49.5 -12.1 234  13.4 270.6 25.037575 121.561565  2.78    3410     42
1220     4.2      5281  541.2 -3.0  48.7 -12.3 234  13.4 270.6 25.037638 121.561674  2.73    3423     42
1221     3.8      5285  540.9 -3.1  47.7 -12.6 234  13.4 270.5 25.037701 121.561783  2.67    3435     42
1222     3.4      5289  540.7 -3.1  46.6 -12.9 234  13.3 270.5 25.037763 121.561891  2.60    3448     42
1223     3.7      5292  540.4 -3.1  45.6 -13.2 235  13.3 270.5 25.037826 121.561999  2.55    3460     42
1224     3.5      5296  540.2 -3.1  44.7 -13.4 235  13.3 270.5 25.037888 121.562107  2.50    3473     42
1225     4.1      5300  539.9 -3.1  44.0 -13.6 235  13.3 270.4 25.037950 121.562215  2.46    3485     42
1226     3.7      5304  539.6 -3.1  43.7 -13.8 235  13.3 270.4 25.038012 121.562323  2.44    3497     42
1227     3.6      5307  539.4 -3.2  43.8 -13.7 235  13.2 270.4 25.038074 121.562430  2.44    3510     42
1228     3.8      5311  539.1 -3.2  43.8 -13.8 235  13.2 270.4 25.038136 121.562538  2.43    3522     42
1229     3.9      5315  538.9 -3.2  43.2 -14.0 235  13.2 270.3 25.038197 121.562644  2.40    3534     42
1230     3.0      5318  538.7 -3.2  42.5 -14.2 235  13.2 270.3 25.038259 121.562751  2.36    3547     42
1231     3.7      5322  538.4 -3.2  42.1 -14.3 235  13.2 270.3 25.038320 121.562857  2.33    3559     42
1232     4.0      5326  538.2 -3.3  41.7 -14.5 235  13.2 270.3 25.038381 121.562964  2.31    3571     42
1233     3.0      5329  537.9 -3.3  41.4 -14.6 235  13.1 270.2 25.038442 121.563069  2.29    3583     42
1234     3.1      5332  537.7 -3.3  41.0 -14.7 236  13.1 270.2 25.038503 121.563175  2.26    3596     42
1235     3.2      5335  537.5 -3.4  40.2 -15.0 236  13.1 270.2 25.038563 121.563280  2.21    3608     43
1236     4.2      5339  537.2 -3.4  39.4 -15.2 236  13.1 270.1 25.038624 121.563385  2.17    3620     43
1237     3.8      5343  537.0 -3.4  38.9 -15.4 236  13.1 270.1 25.038684 121.563489  2.13    3632     43
1238     3.6      5347  536.7 -3.4  38.8 -15.5 236  13.1 270.1 25.038744 121.563594  2.13    3644     43
1239     3.9      5350  536.5 -3.4  39.0 -15.4 236  13.0 270.1 25.038804 121.563698  2.14    3656     43
1240     3.8      5354  536.2 -3.4  38.6 -15.5 236  13.0 270.1 25.038864 121.563801  2.12    3668     43
1241     3.2      5357  536.0 -3.4  37.7 -15.8 236  13.0 270.0 25.038923 121.563904  2.07    3680     43
1242     3.6      5361  535.7 -3.5  37.0 -16.1 236  13.0 270.0 25.038982 121.564007  2.03    3692     43
1243     3.0      5364  535.5 -3.5  36.8 -16.2 236  13.0 270.0 25.039041 121.564110  2.01    3703     43
1244     4.3      5368  535.2 -3.5  36.6 -16.3 236  13.0 270.0 25.039100 121.564212  2.00    3715     43
